course_id,type_id,title,semester,session,days,start_time,end_time,status_number,instructor,units
Spring2024-1056,SEM,BEHAVSCI 401,Spring2024,7W2,MoTuWeTh,16.15,17.3,18,Irina Soboleva,4.0
Spring2024-1003,SEM,BEHAVSCI 402,Spring2024,7W1,MoTuWeTh,10.0,11.15,18,Wen Zhou,4.0
Spring2024-1208,LEC,BIOL 110,Spring2024,7W1,MoTuWeTh,8.3,9.45,42,Ferdinand Kappes,4.0
Spring2024-1210,LAB,BIOL 110,Spring2024,7W1,Tu,11.3,14.3,21,"Ferdinand Kappes, Suhua Li",0.0
Spring2024-1209,REC,BIOL 110,Spring2024,7W1,We,18.0,19.15,42,Ferdinand Kappes,0.0
Spring2024-1211,LAB,BIOL 110,Spring2024,7W1,We,11.3,14.3,21,"Ferdinand Kappes, Suhua Li",0.0
Spring2024-1212,LEC,BIOL 110,Spring2024,7W1,MoTuWeTh,11.45,13.0,40,Joohyun Lee,4.0
Spring2024-1214,LAB,BIOL 110,Spring2024,7W1,Mo,14.45,17.45,20,"Joohyun Lee, Suhua Li",0.0
Spring2024-1213,REC,BIOL 110,Spring2024,7W1,We,14.45,16.0,40,Joohyun Lee,0.0
Spring2024-1215,LAB,BIOL 110,Spring2024,7W1,Th,14.45,17.45,20,"Joohyun Lee, Suhua Li",0.0
Spring2024-1307,LEC,BIOL 110,Spring2024,7W2,MoTuWeTh,8.3,9.45,40,Jianbo Yue,4.0
Spring2024-1309,LAB,BIOL 110,Spring2024,7W2,Mo,11.3,14.3,20,"Suhua Li, Jianbo Yue",0.0
Spring2024-1308,REC,BIOL 110,Spring2024,7W2,Th,18.0,19.15,40,Jianbo Yue,0.0
Spring2024-1310,LAB,BIOL 110,Spring2024,7W2,Tu,14.45,17.45,20,Jianbo Yue,0.0
Spring2024-1229,LEC,BIOL 201,Spring2024,7W1,TuTh,8.3,11.0,40,Linfeng Huang,4.0
Spring2024-1231,LAB,BIOL 201,Spring2024,7W1,Th,11.3,14.3,20,"Linfeng Huang, Suhua Li",0.0
Spring2024-1230,REC,BIOL 201,Spring2024,7W1,Th,18.0,19.15,40,Linfeng Huang,0.0
Spring2024-1232,LAB,BIOL 201,Spring2024,7W1,We,14.45,17.45,20,"Linfeng Huang, Suhua Li",0.0
Spring2024-1349,LEC,BIOL 202,Spring2024,7W2,MoWe,12.0,14.3,40,Xiangdong Gao,4.0
Spring2024-1351,LAB,BIOL 202,Spring2024,7W2,Tu,11.3,14.3,20,"Xiangdong Gao, Suhua Li",0.0
Spring2024-1350,REC,BIOL 202,Spring2024,7W2,Tu,16.15,17.3,40,Xiangdong Gao,0.0
Spring2024-1352,LAB,BIOL 202,Spring2024,7W2,We,14.45,17.45,20,"Xiangdong Gao, Suhua Li",0.0
Spring2024-1228,SEM,BIOL 208,Spring2024,7W1,MoWe,8.3,11.0,40,Chi-Yeung Choi,4.0
Spring2024-1313,LEC,BIOL 212,Spring2024,7W2,MoWe,8.3,11.0,40,Hyun-Min Kim,4.0
Spring2024-1315,LAB,BIOL 212,Spring2024,7W2,Mo,14.45,17.45,20,"Hyun-Min Kim, Suhua Li",0.0
Spring2024-1314,REC,BIOL 212,Spring2024,7W2,Th,11.45,13.0,40,Hyun-Min Kim,0.0
Spring2024-1316,LAB,BIOL 212,Spring2024,7W2,We,11.3,14.3,20,"Hyun-Min Kim, Suhua Li",0.0
Spring2024-1373,LEC,BIOL 305,Spring2024,7W2,MoWe,12.0,14.3,40,Andrew Lin,4.0
Spring2024-1374,REC,BIOL 305,Spring2024,7W2,Th,13.15,14.3,40,Andrew Lin,0.0
Spring2024-1660,SEM,BIOL 306,Spring2024,7W2,TuTh,14.45,17.15,18,Hyun-Min Kim,4.0
Spring2024-1661,REC,BIOL 306,Spring2024,7W2,We,18.0,19.15,18,Hyun-Min Kim,0.0
Spring2024-1234,SEM,BIOL 308,Spring2024,7W1,TuTh,8.3,11.0,18,Sajid Umar,4.0
Spring2024-1281,SEM,BIOL 311,Spring2024,7W1,MoTuWeTh,14.45,16.0,18,Helena Chen,4.0
Spring2024-1270,SEM,BIOL 313,Spring2024,7W1,TuTh,12.0,14.3,18,Puyang Li,4.0
Spring2024-1353,SEM,BIOL 314,Spring2024,7W2,MoWe,14.45,17.15,18,Huansheng Cao,4.0
Spring2024-1354,LAB,BIOL 314,Spring2024,7W2,Th,14.45,17.45,18,"Huansheng Cao, Suhua Li",0.0
Spring2024-1293,LEC,BIOL 315,Spring2024,7W1,TuTh,14.45,17.15,24,"Eunyu Kim, Andrew Lin",4.0
Spring2024-1638,LAB,BIOL 315,Spring2024,7W1,We,14.45,17.45,30,"Eunyu Kim, Suhua Li, Andrew Lin",0.0
Spring2024-1277,SEM,BIOL 316,Spring2024,7W1,MoTuWeTh,13.15,14.3,24,Pedro Rada,4.0
Spring2024-1278,LAB,BIOL 316,Spring2024,7W1,Th,14.45,17.45,24,"Suhua Li, Pedro Rada",0.0
Spring2024-1260,SEM,BIOL 317,Spring2024,7W1,MoWe,12.0,14.3,25,Huansheng Cao,4.0
Spring2024-1317,SEM,BIOL 319,Spring2024,7W2,TuTh,8.3,11.0,25,Eunyu Kim,4.0
Spring2024-1387,SEM,BIOL 320,Spring2024,7W2,TuTh,12.0,14.3,40,Anastasia Tsigkou,4.0
Spring2024-1650,SEM,BIOL 321,Spring2024,7W2,TuTh,14.45,17.15,24,Eunyu Kim,4.0
Spring2024-1651,LAB,BIOL 321,Spring2024,7W2,We,14.45,17.45,24,"Eunyu Kim, Suhua Li",0.0
Spring2024-1397,SEM,BIOL 401,Spring2024,7W2,MoWe,14.45,17.15,18,"Ferdinand Kappes, Andrew Lin",4.0
Spring2024-1224,SEM,BIOL 403,Spring2024,7W1,TuTh,8.3,11.0,18,Jianbo Yue,4.0
Spring2024-1225,LAB,BIOL 403,Spring2024,7W1,Tu,14.45,17.45,18,"Suhua Li, Jianbo Yue",0.0
Spring2024-1262,SEM,BIOL 404,Spring2024,7W1,TuTh,12.0,14.3,18,Huansheng Cao,4.0
Spring2024-1272,SEM,BIOL 405,Spring2024,7W1,TuTh,12.0,14.3,18,Xiangdong Gao,4.0
Spring2024-1658,IND,CAPSTONE 495,Spring2024,7W1,,,,300,To Be Announced,2.0
Spring2024-1659,IND,CAPSTONE 495,Spring2024,7W2,,,,300,To Be Announced,2.0
Spring2024-1698,IND,CAPSTONE 495,Spring2024,7W1,TBA,,,1,"Kaley Clements, -, -, -",4.0
Spring2024-1699,IND,CAPSTONE 495,Spring2024,7W1,TBA,,,1,"Quinlan Bowman, -, -, -",4.0
Spring2024-1717,IND,CAPSTONE 495,Spring2024,7W1,TBA,,,1,"Cici Cheng, -, -, -",2.0
Spring2024-1657,IND,CAPSTONE 496,Spring2024,7W1,,,,300,To Be Announced,4.0
Spring2024-1696,IND,CAPSTONE 496,Spring2024,7W2,TBA,,,1,"Kaley Clements, -, -, -",4.0
Spring2024-1697,IND,CAPSTONE 496,Spring2024,7W2,TBA,,,1,"Quinlan Bowman, -, -, -",4.0
Spring2024-1709,IND,CAPSTONE 496,Spring2024,7W1,TBA,,,1,"Chi-Yeung Choi, -, -, -",4.0
Spring2024-1716,IND,CAPSTONE 496,Spring2024,7W1,TBA,,,1,"-, -, -, Junjie Zhang",4.0
Spring2024-1718,IND,CAPSTONE 496,Spring2024,7W2,TBA,,,1,"Cici Cheng, -, -, -",4.0
Spring2024-1719,IND,CAPSTONE 496,Spring2024,7W1,TBA,,,1,"-, Chuanhui Gu, -, -",4.0
Spring2024-1216,LEC,CHEM 110,Spring2024,7W1,MoTuWeTh,8.3,9.45,60,Tan Zhang,4.0
Spring2024-1218,LAB,CHEM 110,Spring2024,7W1,Tu,11.3,14.3,30,"Min Su, Tan Zhang",0.0
Spring2024-1217,REC,CHEM 110,Spring2024,7W1,We,18.0,19.15,60,Tan Zhang,0.0
Spring2024-1219,LAB,CHEM 110,Spring2024,7W1,We,11.3,14.3,30,"Min Su, Tan Zhang",0.0
Spring2024-1365,LEC,CHEM 110,Spring2024,7W2,MoTuWeTh,11.45,13.0,60,Weiwei Shi,4.0
Spring2024-1367,LAB,CHEM 110,Spring2024,7W2,Mo,14.45,17.45,30,"Weiwei Shi, Min Su",0.0
Spring2024-1366,REC,CHEM 110,Spring2024,7W2,Th,18.0,19.15,60,Weiwei Shi,0.0
Spring2024-1368,LAB,CHEM 110,Spring2024,7W2,Tu,14.45,17.45,30,"Weiwei Shi, Min Su",0.0
Spring2024-1303,LEC,CHEM 150,Spring2024,7W2,MoTuWeTh,8.3,9.45,32,Rui Liu,4.0
Spring2024-1304,LAB,CHEM 150,Spring2024,7W2,Tu,11.3,14.3,16,"Rui Liu, Min Su",0.0
Spring2024-1306,REC,CHEM 150,Spring2024,7W2,Mo,13.15,14.3,32,Rui Liu,0.0
Spring2024-1305,LAB,CHEM 150,Spring2024,7W2,Th,14.45,17.45,16,"Rui Liu, Min Su",0.0
Spring2024-1250,LEC,CHEM 201,Spring2024,7W1,TuTh,12.0,14.3,32,Xinrong Lin,4.0
Spring2024-1252,LAB,CHEM 201,Spring2024,7W1,Tu,14.45,17.45,16,"Xinrong Lin, Min Su",0.0
Spring2024-1251,REC,CHEM 201,Spring2024,7W1,We,11.45,13.0,32,Xinrong Lin,0.0
Spring2024-1253,LAB,CHEM 201,Spring2024,7W1,We,14.45,17.45,16,"Xinrong Lin, Min Su",0.0
Spring2024-1355,LEC,CHEM 202,Spring2024,7W2,MoWe,14.45,17.15,32,Xinrong Lin,4.0
Spring2024-1356,REC,CHEM 202,Spring2024,7W2,Tu,13.15,14.3,32,Xinrong Lin,0.0
Spring2024-1358,LAB,CHEM 202,Spring2024,7W2,Th,11.3,14.3,32,"Xinrong Lin, Min Su",0.0
Spring2024-1409,SEM,CHEM 315,Spring2024,7W2,MoTuWeTh,16.15,17.3,25,"Helena Chen, Chuanhui Gu",4.0
Spring2024-1240,LEC,CHEM 402,Spring2024,7W1,MoTuWeTh,10.0,11.15,18,Floyd Beckford,4.0
Spring2024-1241,LAB,CHEM 402,Spring2024,7W1,Mo,11.3,14.3,18,"Floyd Beckford, Min Su",0.0
Spring2024-1340,SEM,CHEM 403,Spring2024,7W2,MoTuWeTh,10.0,11.15,18,Floyd Beckford,4.0
Spring2024-1341,LAB,CHEM 403,Spring2024,7W2,We,14.45,17.45,18,"Floyd Beckford, Min Su",0.0
Spring2024-1467,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,8.3,9.3,14,Lu LIU,2.0
Spring2024-1468,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,10.0,11.0,14,Lu LIU,2.0
Spring2024-1469,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,10.0,11.0,14,Mengtian Chen,2.0
Spring2024-1470,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,11.45,12.45,14,Cong Li,2.0
Spring2024-1471,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,13.15,14.15,14,Meng Wang,2.0
Spring2024-1472,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,14.45,15.45,14,Meng Wang,2.0
Spring2024-1473,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,14.45,15.45,14,Lianyun Pang,2.0
Spring2024-1474,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,16.15,17.15,14,Lianyun Pang,2.0
Spring2024-1475,SEM,CHINESE 102A,Spring2024,7W1,MoTuWeTh,14.45,15.45,14,Jia Yan,2.0
Spring2024-1476,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,8.3,9.3,14,Lu LIU,2.0
Spring2024-1477,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,10.0,11.0,14,Lu LIU,2.0
Spring2024-1478,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,10.0,11.0,14,Mengtian Chen,2.0
Spring2024-1479,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,11.45,12.45,14,Cong Li,2.0
Spring2024-1480,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,13.15,14.15,14,Meng Wang,2.0
Spring2024-1481,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,14.45,15.45,14,Meng Wang,2.0
Spring2024-1482,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,14.45,15.45,14,Lianyun Pang,2.0
Spring2024-1483,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,16.15,17.15,14,Lianyun Pang,2.0
Spring2024-1484,SEM,CHINESE 102B,Spring2024,7W2,MoTuWeTh,14.45,15.45,14,Jia Yan,2.0
Spring2024-1486,SEM,CHINESE 201A,Spring2024,7W1,MoTuWeTh,10.0,11.0,14,Li Xu,2.0
Spring2024-1485,SEM,CHINESE 201B,Spring2024,7W2,MoTuWeTh,10.0,11.0,14,Li Xu,2.0
Spring2024-1493,SEM,CHINESE 202A,Spring2024,7W1,MoTuWeTh,10.0,11.0,14,Yu Miao,2.0
Spring2024-1494,SEM,CHINESE 202A,Spring2024,7W1,MoTuWeTh,16.15,17.15,14,Yu Miao,2.0
Spring2024-1495,SEM,CHINESE 202A,Spring2024,7W1,MoTuWeTh,13.3,14.3,14,Hui Yao,2.0
Spring2024-1496,SEM,CHINESE 202A,Spring2024,7W1,MoTuWeTh,14.45,15.45,14,Hui Yao,2.0
Spring2024-1497,SEM,CHINESE 202A,Spring2024,7W1,MoTuWeTh,12.0,13.0,14,Jia Yan,2.0
Spring2024-1498,SEM,CHINESE 202A,Spring2024,7W1,MoTuWeTh,13.15,14.15,14,Jia Yan,2.0
Spring2024-1487,SEM,CHINESE 202B,Spring2024,7W2,MoTuWeTh,10.0,11.0,14,Yu Miao,2.0
Spring2024-1488,SEM,CHINESE 202B,Spring2024,7W2,MoTuWeTh,16.15,17.15,14,Yu Miao,2.0
Spring2024-1489,SEM,CHINESE 202B,Spring2024,7W2,MoTuWeTh,13.3,14.3,14,Hui Yao,2.0
Spring2024-1490,SEM,CHINESE 202B,Spring2024,7W2,MoTuWeTh,14.45,15.45,14,Hui Yao,2.0
Spring2024-1491,SEM,CHINESE 202B,Spring2024,7W2,MoTuWeTh,12.0,13.0,14,Jia Yan,2.0
Spring2024-1492,SEM,CHINESE 202B,Spring2024,7W2,MoTuWeTh,13.15,14.15,14,Jia Yan,2.0
Spring2024-1500,SEM,CHINESE 231B,Spring2024,7W1,MoTuWe,16.15,17.3,14,Liying Feng,2.0
Spring2024-1692,SEM,CHINESE 232A,Spring2024,7W2,MoTuWe,16.15,17.3,14,Liying Feng,2.0
Spring2024-1502,SEM,CHINESE 301A,Spring2024,7W1,TuWeTh,14.45,16.0,14,Liying Feng,2.0
Spring2024-1501,SEM,CHINESE 301B,Spring2024,7W2,TuWeTh,14.45,16.0,14,Liying Feng,2.0
Spring2024-1503,SEM,CHINESE 302A,Spring2024,7W1,TuWeTh,13.15,14.3,14,Yili Zhang,2.0
Spring2024-1504,SEM,CHINESE 302A,Spring2024,7W1,TuWeTh,10.0,11.15,14,Xiaofei Pan,2.0
Spring2024-1505,SEM,CHINESE 302A,Spring2024,7W1,TuWeTh,14.45,16.0,14,Xiaofei Pan,2.0
Spring2024-1506,SEM,CHINESE 302B,Spring2024,7W2,TuWeTh,13.15,14.3,14,Yili Zhang,2.0
Spring2024-1507,SEM,CHINESE 302B,Spring2024,7W2,TuWeTh,10.0,11.15,14,Xiaofei Pan,2.0
Spring2024-1508,SEM,CHINESE 302B,Spring2024,7W2,TuWeTh,14.45,16.0,14,Xiaofei Pan,2.0
Spring2024-1510,SEM,CHINESE 401A,Spring2024,7W1,TuTh,13.15,14.3,14,Mengtian Chen,2.0
Spring2024-1509,SEM,CHINESE 401B,Spring2024,7W2,TuTh,13.15,14.3,14,Mengtian Chen,2.0
Spring2024-1512,SEM,CHINESE 402A,Spring2024,7W1,TuTh,13.15,14.3,14,Li Xu,2.0
Spring2024-1511,SEM,CHINESE 402B,Spring2024,7W2,TuTh,13.15,14.3,14,Li Xu,2.0
Spring2024-1513,SEM,CHINESE 409,Spring2024,7W1,TuTh,14.45,16.0,14,Xin Zhang,2.0
Spring2024-1514,SEM,CHINESE 410,Spring2024,1,TuTh,11.45,13.0,14,Yili Zhang,4.0
Spring2024-1515,SEM,CHINESE 411,Spring2024,7W2,TuTh,14.45,16.0,14,Xin Zhang,2.0
Spring2024-1525,SEM,CHINESE 414,Spring2024,7W1,TuTh,13.15,14.3,14,Wenting Ji,2.0
Spring2024-1527,SEM,CHINESE 415,Spring2024,7W1,TuTh,16.15,17.3,14,Wenting Ji,2.0
Spring2024-1516,SEM,CHINESE 417,Spring2024,7W2,MoWe,12.0,14.3,14,Wenting Ji,4.0
Spring2024-1710,SEM,CHINESE 422,Spring2024,7W1,TuTh,14.45,16.0,14,Jinhua Li,2.0
Spring2024-1711,SEM,CHINESE 422,Spring2024,7W2,TuTh,14.45,16.0,14,Jinhua Li,2.0
Spring2024-1025,SEM,COMPDSGN 490,Spring2024,7W1,MoWe,12.0,14.3,15,Ziv Cohen,4.0
Spring2024-1663,SEM,COMPDSGN 490,Spring2024,7W1,TuTh,12.0,14.3,15,Ziv Cohen,4.0
Spring2024-1202,SEM,COMPSCI 101,Spring2024,7W1,MoTuWeTh,8.3,9.45,60,Zhenyu Yang,4.0
Spring2024-1203,LAB,COMPSCI 101,Spring2024,7W1,Tu,13.15,14.3,30,Zhenyu Yang,0.0
Spring2024-1204,LAB,COMPSCI 101,Spring2024,7W1,We,13.15,14.3,30,Zhenyu Yang,0.0
Spring2024-1335,SEM,COMPSCI 101,Spring2024,7W2,MoTuWeTh,10.0,11.15,60,"Feng Tian, Tongshu Zheng",4.0
Spring2024-1336,LAB,COMPSCI 101,Spring2024,7W2,Th,13.15,14.3,30,"Feng Tian, Tongshu Zheng",0.0
Spring2024-1337,LAB,COMPSCI 101,Spring2024,7W2,Th,14.45,16.0,30,"Feng Tian, Tongshu Zheng",0.0
Spring2024-1242,SEM,COMPSCI 201,Spring2024,7W1,MoTuWeTh,10.0,11.15,60,Jiang Long,4.0
Spring2024-1244,LAB,COMPSCI 201,Spring2024,7W1,Th,13.15,14.3,30,Jiang Long,0.0
Spring2024-1243,REC,COMPSCI 201,Spring2024,7W1,We,18.0,19.15,60,Jiang Long,0.0
Spring2024-1245,LAB,COMPSCI 201,Spring2024,7W1,Th,14.45,16.0,30,Jiang Long,0.0
Spring2024-1285,LEC,COMPSCI 203,Spring2024,7W1,MoTuWeTh,14.45,16.0,40,Xing Shi Cai,4.0
Spring2024-1286,REC,COMPSCI 203,Spring2024,7W1,Th,18.0,19.15,40,Xing Shi Cai,0.0
Spring2024-1360,SEM,COMPSCI 205,Spring2024,7W2,MoTuWeTh,11.45,13.0,40,Ming-Chun Huang,4.0
Spring2024-1359,REC,COMPSCI 205,Spring2024,7W2,We,14.45,16.0,40,Ming-Chun Huang,0.0
Spring2024-1048,SEM,COMPSCI 208,Spring2024,7W1,MoWe,12.0,14.3,18,Benjamin Bacon,4.0
Spring2024-1362,SEM,COMPSCI 301,Spring2024,7W2,MoTuWeTh,11.45,13.0,40,Jiang Long,4.0
Spring2024-1363,REC,COMPSCI 301,Spring2024,7W2,Th,13.15,14.3,20,Jiang Long,0.0
Spring2024-1364,REC,COMPSCI 301,Spring2024,7W2,Th,14.45,16.0,20,Jiang Long,0.0
Spring2024-1207,SEM,COMPSCI 302,Spring2024,7W1,MoTuWeTh,8.3,9.45,32,Matthias Schroter,4.0
Spring2024-1287,SEM,COMPSCI 304,Spring2024,7W1,MoTuWeTh,14.45,16.0,35,Ming Li,4.0
Spring2024-1662,REC,COMPSCI 304,Spring2024,7W1,Th,16.15,17.3,35,Ming Li,0.0
Spring2024-1342,SEM,COMPSCI 306,Spring2024,7W2,MoTuWeTh,10.0,11.15,40,Ming-Chun Huang,4.0
Spring2024-1410,SEM,COMPSCI 308,Spring2024,7W2,MoTuWeTh,16.15,17.3,40,Mustafa Misir,4.0
Spring2024-1299,SEM,COMPSCI 401,Spring2024,7W1,MoTuWeTh,16.15,17.3,25,Jiacheng Shen,4.0
Spring2024-1098,SEM,CULANTH 201,Spring2024,7W2,MoWe,14.45,17.15,18,Fan Liang,4.0
Spring2024-1038,SEM,CULANTH 207,Spring2024,7W1,TuTh,12.0,14.3,18,Fan Liang,4.0
Spring2024-1140,SEM,CULANTH 220,Spring2024,7W2,MoWe,12.0,14.3,18,Kaley Clements,4.0
Spring2024-1110,SEM,CULANTH 302,Spring2024,7W2,TuTh,14.45,17.15,18,Ralph Litzinger,4.0
Spring2024-1012,SEM,CULANTH 314,Spring2024,7W1,TuTh,8.3,11.0,18,Robin Rodd,4.0
Spring2024-1014,SEM,CULMOVE 101,Spring2024,7W1,MoWe,8.3,11.0,25,Nellie Chu,4.0
Spring2024-1111,SEM,CULMOVE 203,Spring2024,7W2,MoWe,8.3,11.0,18,Robin Rodd,4.0
Spring2024-1037,SEM,CULMOVE 301,Spring2024,7W1,MoWe,12.0,14.3,18,Mengqi Wang,4.0
Spring2024-1108,SEM,CULMOVE 490,Spring2024,7W2,TuTh,8.3,11.0,18,Hyun Jeong Ha,4.0
Spring2024-1415,SEM,EAP 102A,Spring2024,7W1,MoWe,10.0,11.15,14,John Noonan,2.0
Spring2024-1416,SEM,EAP 102A,Spring2024,7W1,MoWe,8.3,9.45,14,Shelmerdine Lee,2.0
Spring2024-1417,SEM,EAP 102A,Spring2024,7W1,TuTh,8.3,9.45,14,Shelmerdine Lee,2.0
Spring2024-1418,SEM,EAP 102A,Spring2024,7W1,MoWe,8.3,9.45,14,Peter Wergin,2.0
Spring2024-1419,SEM,EAP 102A,Spring2024,7W1,TuTh,8.3,9.45,14,Peter Wergin,2.0
Spring2024-1420,SEM,EAP 102A,Spring2024,7W1,MoWe,10.0,11.15,14,Danielle Yu-Fang Chang,2.0
Spring2024-1421,SEM,EAP 102A,Spring2024,7W1,MoWe,13.15,14.3,14,Danielle Yu-Fang Chang,2.0
Spring2024-1422,SEM,EAP 102A,Spring2024,7W1,MoWe,10.0,11.15,14,Kristin Hiller,2.0
Spring2024-1423,SEM,EAP 102A,Spring2024,7W1,TuTh,10.0,11.15,14,Wenjing Li,2.0
Spring2024-1424,SEM,EAP 102A,Spring2024,7W1,TuTh,14.45,16.0,14,Wenjing Li,2.0
Spring2024-1425,SEM,EAP 102A,Spring2024,7W1,MoWe,11.45,13.0,14,Kevin SPRAGUE,2.0
Spring2024-1426,SEM,EAP 102A,Spring2024,7W1,MoWe,13.15,14.3,14,Kevin SPRAGUE,2.0
Spring2024-1427,SEM,EAP 102A,Spring2024,7W1,MoWe,11.45,13.0,14,Chenxi Li,2.0
Spring2024-1428,SEM,EAP 102A,Spring2024,7W1,MoWe,13.15,14.3,14,Chenxi Li,2.0
Spring2024-1429,SEM,EAP 102A,Spring2024,7W1,TuTh,13.15,14.3,14,Laura Davies,2.0
Spring2024-1430,SEM,EAP 102A,Spring2024,7W1,MoWe,14.45,16.0,14,Junyi Li,2.0
Spring2024-1431,SEM,EAP 102A,Spring2024,7W1,MoWe,13.15,14.3,14,Yongming Shi,2.0
Spring2024-1432,SEM,EAP 102A,Spring2024,7W1,TuTh,13.15,14.3,14,Yongming Shi,2.0
Spring2024-1433,SEM,EAP 102A,Spring2024,7W1,MoWe,14.45,16.0,14,Zhenjie Weng,2.0
Spring2024-1434,SEM,EAP 102A,Spring2024,7W1,MoWe,16.15,17.3,14,Zhenjie Weng,2.0
Spring2024-1435,SEM,EAP 102A,Spring2024,7W1,TuTh,14.45,16.0,14,Tong Zhang,2.0
Spring2024-1436,SEM,EAP 102A,Spring2024,7W1,TuTh,16.15,17.3,14,Tong Zhang,2.0
Spring2024-1437,SEM,EAP 102A,Spring2024,7W1,MoWe,10.0,11.15,14,Xueyu Zhao,2.0
Spring2024-1438,SEM,EAP 102A,Spring2024,7W1,MoWe,13.15,14.3,14,Xueyu Zhao,2.0
Spring2024-1439,SEM,EAP 102A,Spring2024,7W1,TuTh,13.15,14.3,14,Yanan Zhao,2.0
Spring2024-1440,SEM,EAP 102A,Spring2024,7W1,TuTh,14.45,16.0,14,Yanan Zhao,2.0
Spring2024-1441,SEM,EAP 102B,Spring2024,7W2,MoWe,10.0,11.15,14,John Noonan,2.0
Spring2024-1442,SEM,EAP 102B,Spring2024,7W2,MoWe,8.3,9.45,14,Shelmerdine Lee,2.0
Spring2024-1443,SEM,EAP 102B,Spring2024,7W2,TuTh,8.3,9.45,14,Shelmerdine Lee,2.0
Spring2024-1444,SEM,EAP 102B,Spring2024,7W2,MoWe,8.3,9.45,14,Peter Wergin,2.0
Spring2024-1445,SEM,EAP 102B,Spring2024,7W2,TuTh,8.3,9.45,14,Peter Wergin,2.0
Spring2024-1446,SEM,EAP 102B,Spring2024,7W2,MoWe,10.0,11.15,14,Danielle Yu-Fang Chang,2.0
Spring2024-1447,SEM,EAP 102B,Spring2024,7W2,MoWe,13.15,14.3,14,Danielle Yu-Fang Chang,2.0
Spring2024-1448,SEM,EAP 102B,Spring2024,7W2,MoWe,10.0,11.15,14,Kristin Hiller,2.0
Spring2024-1449,SEM,EAP 102B,Spring2024,7W2,TuTh,10.0,11.15,14,Wenjing Li,2.0
Spring2024-1450,SEM,EAP 102B,Spring2024,7W2,TuTh,14.45,16.0,14,Wenjing Li,2.0
Spring2024-1451,SEM,EAP 102B,Spring2024,7W2,MoWe,11.45,13.0,14,Kevin SPRAGUE,2.0
Spring2024-1452,SEM,EAP 102B,Spring2024,7W2,MoWe,13.15,14.3,14,Kevin SPRAGUE,2.0
Spring2024-1453,SEM,EAP 102B,Spring2024,7W2,MoWe,11.45,13.0,14,Chenxi Li,2.0
Spring2024-1454,SEM,EAP 102B,Spring2024,7W2,MoWe,13.15,14.3,14,Chenxi Li,2.0
Spring2024-1455,SEM,EAP 102B,Spring2024,7W2,TuTh,13.15,14.3,14,Laura Davies,2.0
Spring2024-1456,SEM,EAP 102B,Spring2024,7W2,MoWe,14.45,16.0,14,Junyi Li,2.0
Spring2024-1457,SEM,EAP 102B,Spring2024,7W2,MoWe,13.15,14.3,14,Yongming Shi,2.0
Spring2024-1458,SEM,EAP 102B,Spring2024,7W2,TuTh,13.15,14.3,14,Yongming Shi,2.0
Spring2024-1459,SEM,EAP 102B,Spring2024,7W2,MoWe,14.45,16.0,14,Zhenjie Weng,2.0
Spring2024-1460,SEM,EAP 102B,Spring2024,7W2,MoWe,16.15,17.3,14,Zhenjie Weng,2.0
Spring2024-1461,SEM,EAP 102B,Spring2024,7W2,TuTh,14.45,16.0,14,Tong Zhang,2.0
Spring2024-1462,SEM,EAP 102B,Spring2024,7W2,TuTh,16.15,17.3,14,Tong Zhang,2.0
Spring2024-1463,SEM,EAP 102B,Spring2024,7W2,MoWe,10.0,11.15,14,Xueyu Zhao,2.0
Spring2024-1464,SEM,EAP 102B,Spring2024,7W2,MoWe,13.15,14.3,14,Xueyu Zhao,2.0
Spring2024-1465,SEM,EAP 102B,Spring2024,7W2,TuTh,13.15,14.3,14,Yanan Zhao,2.0
Spring2024-1466,SEM,EAP 102B,Spring2024,7W2,TuTh,14.45,16.0,14,Yanan Zhao,2.0
Spring2024-1016,SEM,ECON 101,Spring2024,7W1,TuTh,8.3,11.0,32,Camila Saez,4.0
Spring2024-1077,SEM,ECON 101,Spring2024,7W2,MoWe,14.45,17.15,32,Camila Saez,4.0
Spring2024-1113,SEM,ECON 101,Spring2024,7W2,MoWe,8.3,11.0,32,Xiaochen Zhang,4.0
Spring2024-1141,SEM,ECON 101,Spring2024,7W2,TuTh,12.0,14.3,32,Feifan Zhang,4.0
Spring2024-1643,SEM,ECON 101,Spring2024,7W1,MoTuWeTh,14.45,16.0,60,Peter Sattler,4.0
